sr,service,name,name_mm,address,address_mm,phone1,phone2,phone3,phone4,phone5,township_mm,Pyinoolwin,state_region_mm,state_region,LatLong,remark,running_status,status,services,curfew,opening_hour,opening_days,updated_phone,new_lat,new_long,url
42,အောက်ဆီဂျင်,O2 Mandalar,O2 မန္တလာ - အရောင်း/အငှား,,အမှတ် (၄၄)၊ ၇၅လမ်း၊ ၂၇လမ်း×၂၈လမ်းကြား,0991045365,095017308,098635500,09402602066,,ချမ်းအေးသာဇံ,Chanayethazan ,မန္တလေးတိုင်းဒေသကြီး,Mandalay,"21.97535,96.094599",,stopped,Stop service,,,,Unavailable,,,,https://www.facebook.com/drni.online2020/posts/298322988690355
43,အောက်ဆီဂျင်,U Kyaw Hla & Sons,ဦးကျော်လှနှင့်သားများ - အရောင်း/အငှား,,၇၇လမ်းနှင့် ၃၈လမ်းထောင့်၊ မဟာအောင်မြေမြို့နယ်,092056298,09962056298,,,,မဟာအောင်မြေ,Mahaaungmyay ,မန္တလေးတိုင်းဒေသကြီး,Mandalay,"21.97535,96.094599",,stopped,Stop service,,,,Unavailable,,,,https://www.facebook.com/drni.online2020/posts/298322988690355
44,အောက်ဆီဂျင်,Aung,အောင် - အရောင်း/အငှား,,အမှတ် (ပပ-၂၀/၆၅)၊ ၆၄×၆၅လမ်းကြား၊ ပိတောက်လမ်းသွယ်၊ စက်မှုဇုံ-၁,09798663944,09402654411,0991027110,,,ပြည်ကြီးတံခွန်,Pyigyitagon ,မန္တလေးတိုင်းဒေသကြီး,Mandalay,"21.901964,96.104181",,stopped,Stop service,,,,Unavailable,,,,https://www.facebook.com/drni.online2020/posts/298322988690355
45,အောက်ဆီဂျင်,Ko Zarni,ကိုဇာနည် - အရောင်း/အငှား,,၈၇လမ်း၊ ၃၄×၃၅လမ်းကြား၊ စမွန်းရပ်၊ ချမ်းအောင်းသာဇံမြို့နယ်,09797776721,,,,,ချမ်းအေးသာဇံ,Chanayethazan ,မန္တလေးတိုင်းဒေသကြီး,Mandalay,"21.97535,96.094599",,stopped,Stop service,,,,Unavailable,,,,https://www.facebook.com/drni.online2020/posts/298322988690355
46,အောက်ဆီဂျင်,U Kyaw Hla,ဦးကျော်လှ - အရောင်း,,ထ ၂၀/၂၀၊ ၆၄×၆၅ကြား၊ ငုဝါလမ်း၊ စက်မှုဇုန်(၁),095152066,0991000036,09258344929,097749044133,,ပြည်ကြီးတံခွန်,Pyigyitagon ,မန္တလေးတိုင်းဒေသကြီး,Mandalay,"21.901964,96.104181",,stopped,Wrong Info/ Stop Service,,,,,,,,https://www.facebook.com/drni.online2020/posts/298322988690355
47,အောက်ဆီဂျင်,National Gas,National gas - အရောင်း/အငှား,,လမ်း၈၀၊ ၂၈×၂၉လမ်းကြား,,,,,,ချမ်းအေးသာဇံ,Chanayethazan ,မန္တလေးတိုင်းဒေသကြီး,Mandalay,"21.97535,96.094599",,stopped,Stop Service,,,,,02-4034104,,,https://www.facebook.com/drni.online2020/posts/298322988690355
48,အောက်ဆီဂျင်,Min Thein,မင်းသိန်း လေအိုးရောင်းဝယ်ရေး,,၄၁လမ်း၊ ၉၀×၉၁ကြား၊ မဟာအောင်မြေမြို့နယ်.စိန်ပန်း,,,,,,မဟာအောင်မြေ,Mahaaungmyay ,မန္တလေးတိုင်းဒေသကြီး,Mandalay,"21.97535,96.094599",,,Can't Identify,,,,,,,,https://www.facebook.com/drni.online2020/posts/298322988690355
49,အောက်ဆီဂျင်,Man Shin,မန်းရှင်အောက်စီဂျင်စက်ရုံ (နေပြည်တော်),,,09952000290,09799046325,,,,နေပြည်တော်,Nay Pyi Taw ,နေပြည်တော်,Nay Pyi Taw,"19.80326,96.18566",,,JW038၊ မိုးသောက်ပန်းလမ်းနှင့် ရှူမဝလမ်းထောင့်၊ ဒက္ခိဏသီရိအသေးစားနှင့် အလတ်စားစက်မှုဇုန်၊ နေပြည်တော်,အောက်ဆီဂျင်ဖြည့်လို့ရ,ညမထွက်ရအချိန်ကူညီပေး,၂၄ နာရီ,ပိတ်ရက်မရှိ,,"19°44'16""N","96°10'14""""E",https://www.facebook.com/naychi91/posts/10219838835262002
50,အောက်ဆီဂျင်,Man Shin,မန်းရှင်အောက်စီဂျင်စက်ရုံ (တောင်ကြီး),,တောင်ကြီးမြို့,09422000290,0991035778,09796168101,,,တောင်ကြီး,Taunggyi ,ရှမ်းပြည်နယ် (တောင်),Shan (South),"20.77477,97.03598",,,Can't Identify,,,,,,"20°46'29.2""N","97°02'09.5""E",https://www.facebook.com/naychi91/posts/10219838835262002
51,အောက်ဆီဂျင်,,တူညီတွဲလက်ကလေးလူနာကူညီရေး,,,09687008690,,,,,,,,,,,,Can't Identify,,,,,,,,https://www.facebook.com/naychi91/posts/10219838835262002
52,အောက်ဆီဂျင်,Hein Thit,ဟိန်းသစ်,,၈၀-၄၈/၅၂၊ ၁၃၁လမ်း (ရတနာလမ်း)၊ ၅၄x၅၅လမ်းကြား၊ ပြည်ကြီးတံခွန်မြို့နယ်,,,,,,ပြည်ကြီးတံခွန်,Pyigyitagon ,မန္တလေးတိုင်းဒေသကြီး,Mandalay,"21.901964,96.104181",,,Need Confirmation,,,,,,,,https://www.facebook.com/naychi91/posts/10219838835262002
53,အောက်ဆီဂျင်,Yadanarpone,ရတနာပုံ,,ကမ္မဝါတန်း၊ တံခွန်တိုင်ရပ်ကွက်၊ ပြည်ကြီးတံခွန်မြို့နယ်,0994418604,0925628064,,,,ပြည်ကြီးတံခွန်,Pyigyitagon ,မန္တလေးတိုင်းဒေသကြီး,Mandalay,"21.901964,96.104181",,stopped,Wrong Info/ Stop Service,,,,,,,,https://www.facebook.com/naychi91/posts/10219838835262002
54,အောက်ဆီဂျင်,Five Oceans,Five Oceans,,B-2A၊ ၆၂ ပန်းခြံလမ်း၊ စက်မှု(၁) (ISEKI Show Room)၊ ပြည်ကြီးတံခွန်မြို့နယ်,,,,,,ပြည်ကြီးတံခွန်,Pyigyitagon ,မန္တလေးတိုင်းဒေသကြီး,Mandalay,"21.901964,96.104181",,,Need Confirmation,,,,,,,,https://www.facebook.com/naychi91/posts/10219838835262002
55,အောက်ဆီဂျင်,Chan Mya Thitsar Funeral Service,ချမ်းမြသစ္စာ နာရေးကူညီမှုအသင်း,,ခိုင်လီကြက်ချဥ်စပ်နား၊ ၆၈လမ်း,,,,,,ချမ်းမြသာစည်,Chanmyathazi ,မန္တလေးတိုင်းဒေသကြီး,Mandalay,"21.939404,96.095838",,,Need Confirmation,,,,,,,,https://www.facebook.com/naychi91/posts/10219838835262002
56,အောက်ဆီဂျင်,Moe Pale,မိုးပုလဲ - အရောင်း/အငှား,,၁၁ လမ်း၊ ၇၈x၇၉ လမ်းကြား,09444027753,09448533094,,,,အောင်မြေသာဇံ,Aungmyaythazan ,မန္တလေးတိုင်းဒေသကြီး,Mandalay,"21.993206,96.096861",,,Need Confirmation,,,,,,,,https://www.facebook.com/drni.online2020/posts/298322988690355
57,အောက်ဆီဂျင်,Arkar Moe,အာကာမိုး - အရောင်း/အငှား,,၂၄ လမ်း၊ ၈၁ လမ်း ထောင့်။အောင်မြေသာဇံ မြို့နယ်,09776504544,09402500522,,,,အောင်မြေသာဇံ,Aungmyaythazan ,မန္တလေးတိုင်းဒေသကြီး,Mandalay,"21.993206,96.096861",,,Need Confirmation,,,,,,,,https://www.facebook.com/drni.online2020/posts/298322988690355
58,အောက်ဆီဂျင်,Sein Son Nyo,စိန်စွန်ညို - အရောင်း/အငှား,,,094027300400,,,,,,,,,,,stopped,Wrong Info/ Stop Service,,,,,,,,https://www.facebook.com/drni.online2020/posts/298322988690355
59,အောက်ဆီဂျင်,,ဘုရားလမ်း လူမှုကူညီရေးအသင်း,,ပန်းပဲတန်းမြို့နယ်,09786012786,,,,,ပန်းဘဲတန်း,Pabedan,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.776983,96.15601",,,Need Confirmation,,,,,,16.776983,",96.15601",https://www.facebook.com/drni.online2020/posts/298322502023737
60,အောက်ဆီဂျင်,,ပေးဆပ်ခြင်း ပရဟိတအသင်း,,ပုဇွန်တောင်မြို့နယ်,09421139525,09263876640,09263876644,,,ပုဇွန်တောင်,Pazundaung,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.779648,96.174392",,,Need Confirmation,,,,,,16.779648,96.174392,https://www.facebook.com/drni.online2020/posts/298322502023737
61,အောက်ဆီဂျင်,,စေတနာ လူမှုကူညီရေးအသင်း,,အမှတ်(၃/၄)ရပ်ကွက်၊ ပုဇွန်တောင်မြို့နယ်,09254839779,09253381448,09250080010,09440470636,09793622114,ပုဇွန်တောင်,Pazundaung,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.779648,96.174392",,,Need Confirmation,,,,,,16.779648,96.174392,https://www.facebook.com/drni.online2020/posts/298322502023737
62,အောက်ဆီဂျင်,,ငြိမ်းချမ်းခြင်းလက်များ ပရဟိတအသင်း,,အနော်မာရပ်ကွက်၊ သာကေတမြို့နယ်,09421004119,095077446,09420259094,,,သာကေတ,Thaketa,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.793009,96.202959",,,Need Confirmation,,,,,,,,https://www.facebook.com/drni.online2020/posts/298322502023737
63,အောက်ဆီဂျင်,Nwe Aye Mosque,နွယ်အေး ဗလီ,,ဒေါပုံမြို့နယ်,09976544981,09250011562,095500787,,,ဒေါပုံ,Dawbon,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.781917,96.18435",,,နွယ်​အေးရပ်ကွက်၊ ​ဒေါပုံမြို့နယ်,"အောက်ဆီဂျင်ဖြည့်လို့ရ,လူနာတင်ယဥ်",,မနက်၈-ည၇,ပိတ်ရက်မရှိ,,,,https://www.facebook.com/drni.online2020/posts/298322502023737
64,အောက်ဆီဂျင်,,ဖို့မြေရပ်ကွက် လူမှုကူညီရေးအသင်း,,အမှတ်(၉၈/၁၀၀)၊ ၁၀၁လမ်း၊ မင်္ဂလာတောင်ညွန့်မြို့နယ်,01290782,095047868,0940044545,09443219152,,မင်္ဂလာတောင်ညွန့်,Mingalartaungnyunt,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.788908,96.167859",,,Need Confirmation,,,,,,,,https://www.facebook.com/drni.online2020/posts/298322502023737
65,အောက်ဆီဂျင်,,သပြေကုန်းရပ်ကွက် လူမှုကူညီရေးအသင်း,,အမှတ်(၃၅ ဘီ) ၁၂၅လမ်း၊ မင်္ဂလာတောင်ညွန့်မြို့နယ်,09424777120,09424777150,09424777160,09424777180,,မင်္ဂလာတောင်ညွန့်,Mingalartaungnyunt,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.788908,96.167859",,,Same as Original,လူနာတင်ယဥ်,ညမထွက်ရအချိန်ကူညီပေး,၂၄ နာရီ,ပိတ်ရက်မရှိ,,,,https://www.facebook.com/drni.online2020/posts/298322502023737
66,အောက်ဆီဂျင်,Mingalar Free Oxygen,မင်္ဂလာအောက်စီဂျင်လေအလှူတော်,,ဆရာစံတောင်ရပ်ကွက်၊ မင်းလမ်းမှတ်တိုင်အနီး၊ ဗဟန်းမြို့နယ်,095177186,095050668,,,,ဗဟန်း,Bahan,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.815427,96.156112",,,Need Confirmation,,,,,,,,https://www.facebook.com/drni.online2020/posts/298322502023737
67,အောက်ဆီဂျင်,,ချမ်းမြေ့ဆည်းဆာ လူမှုကူညီရေးအသင်း,,မရမ်းကုန်းမြို့နယ်,09254191610,09761965504,,,,မရမ်းကုန်း,Mayangone,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.86619,96.142611",,,Need Confirmation,,,,,,,,https://www.facebook.com/drni.online2020/posts/298322502023737
68,အောက်ဆီဂျင်,,ရတနာအောင်လူမှုကူညီကယ်ဆယ်ရေးအသင်း,,(၁)ရပ်ကွက်၊ အောင်ချမ်းသာ(၄)လမ်း၊ ကမာရွတ်မြို့နယ်,09448006765,09403077227,09880996991,,,ကမာရွတ်,Kamaryut,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.827684,96.132439",,,Need Confirmation,,,,,,,,https://www.facebook.com/drni.online2020/posts/298322502023737
69,အောက်ဆီဂျင်,,လှည်းတန်း လူမှုကူညီရေးအသင်း,,ကမာရွတ်မြို့နယ်,09403789779,09788526300,,,,ကမာရွတ်,Kamaryut,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.827684,96.132439",,,Need Confirmation,,,,,,,,https://www.facebook.com/drni.online2020/posts/298322502023737
70,အောက်ဆီဂျင်,Amay - Free Oxygen,အမေ - အောက်ဆီဂျင် ကုသိုလ်ဖြစ်,,အမှတ် ၂၁၊ မင်္ဂလာလမ်း၊ ၈ရပ်ကွက်၊ ကမာရွတ်မြို့နယ်,095122487,,,,,ကမာရွတ်,Kamaryut,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.827684,96.132439",,,Need Confirmation,,,,,,,,https://www.facebook.com/drni.online2020/posts/298322502023737
71,အောက်ဆီဂျင်,,လှိုင်မြို့နယ်(၃)ရပ်ကွက်(၁၀)ဓမ္မာရုံ,,,,,,,,လှိုင်,Hlaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.847934,96.125227",,,Can't Identify,,,,,Can't find ph no,16.8345425,96.1208167,https://www.facebook.com/drni.online2020/posts/298322502023737
72,အောက်ဆီဂျင်,,မယ်ဇလီ ပရဟိအသင်း,,အမှတ်(၈)ရပ်ကွက်၊ ဦးချိူလမ်း၊ လှိုင်မြို့နယ်,,,,,,လှိုင်,Hlaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.847934,96.125227",,,Need Confirmation,,,,,,,,https://www.facebook.com/drni.online2020/posts/298322502023737
73,အောက်ဆီဂျင်,,ပရဟိတအသင်း - အမည်မသိ,,ဘူတာရုံလမ်းမှတ်တိုင်အနီး၊ လှိုင်မြို့နယ်,09443193099,,,,,လှိုင်,Hlaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.847934,96.125227",,,Need Confirmation,,,,,,,,https://www.facebook.com/drni.online2020/posts/298322502023737
74,အောက်ဆီဂျင်,,ရောင်စဥ်မဲ့ လူမှုကူညီရေးအသင်း,,ကြည့်မြင်တိုင်မြို့နယ်,09259967778,09799639331,,,,ကြည့်မြင်တိုင်,Kyeemyindaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.814573,96.121879",,,Need Confirmation,,,,,,,,https://www.facebook.com/drni.online2020/posts/298322502023737
75,အောက်ဆီဂျင်,,ပရဟိတနှလုံးသား လူမှုကူညီရေးအသင်း,,ကြည့်မြင်တိုင်မြို့နယ်,,,,,,ကြည့်မြင်တိုင်,Kyeemyindaing,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.814573,96.121879",,,Need Confirmation,,,,,,,,https://www.facebook.com/drni.online2020/posts/298322502023737
